nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon
"Sun Restaurant","restaurant","Via Pellicciai","Verona","Verona","37121","45.442408","10.9961164"
"La Porta Ristorante Pizzeria","restaurant","Piazza Statuto","Bardolino","Verona","37011","45.5472172","10.7216761"
"Altro Impero","restaurant","Piazza dei Signori","Verona","Verona","37121","45.4432563","10.9980988"
"Citta D'oro","restaurant","Via del Commercio","San Bonifacio","Verona","37047","45.406147","11.239148"
"Bue Nero","restaurant","Piazzetta Navona","Verona","Verona","37121","45.4424801","10.9985071"
"Il Duomo","restaurant","Via Duomo","Verona","Verona","37121","45.4460612","10.9980074"
"Pizzeria d'asporto Dalmatino","restaurant","Via Pietro Sgulmero","Verona","Verona","37132","45.4306302","11.0595169"
"Il Desco","restaurant","Via Dietro San Sebastiano","Verona","Verona","37121","45.4416374","10.9999434"
"Il Cappero","restaurant","Via Generale Gaetano Giardino","Verona","Verona","37125","45.4452684","10.9869456"
"Re Teodorico","restaurant","Piazzale Castel San Pietro","Verona","Verona","37129","45.4484159","11.0022263"
"Ristorante Groto De Corgnan","restaurant","Via Corgnan","Sant'Ambrogio di Valpolicella","Verona","37015","45.5242628","10.8412561"
"Pizzeria Bardolino","restaurant","Via Fosse","Bardolino","Verona","37011","45.5477136","10.7223837"
"Pizzeria Focacceria Quattrocento","restaurant","Via Valpantena","Verona","Verona","37142","45.4993505","11.0177486"
"Trattoria alla colonna","restaurant","Largo Pescheria Vecchia","Verona","Verona","37121","45.4433505","10.9997247"
"Officina","restaurant","Via Sant'Antonio","Verona","Verona","37122","45.4370296","10.9887797"
"La Conchiglia","restaurant","Via Leoncino","Verona","Verona","37121","45.4381685","10.9945445"
"Bella Napoli","restaurant","Via Guglielmo Marconi","Verona","Verona","37122","45.4371025","10.9877112"
"","restaurant","Via Ca' di Cozzi","Verona","Verona","37124","45.4604689","10.9720659"
"Grotta Azzurra 3","restaurant","Via Sogare","Verona","Verona","37138","45.4355243","10.9640521"
"Ghiottone","restaurant","Via Bassone","Verona","Verona","37139","45.453323","10.8997646"
"Frèkt Arrosticini","restaurant","Via Francia","Verona","Verona","37135","45.4104504","10.9743158"
"La Tigella Verona","restaurant","Via Angelo Scarsellini","Verona","Verona","37123","45.4409981","10.9804541"
"Piscaria vino&cucina di mare","restaurant","Corso Sant'Anastasia","Verona","Verona","37121","45.4448179","10.9991868"
"Hosteria Moderna","restaurant","Via Angelo Scarsellini","Verona","Verona","37123","45.4408953","10.9801174"
"Al Pompiere","restaurant","Vicolo Regina d'Ungheria","Verona","Verona","37121","45.4419491","10.9979381"
"Antica Trattoria Pero D'Oro","restaurant","Via Ponte Pignolo","Verona","Verona","37129","45.4451459","11.0041731"
"Ristorante Cinese","restaurant","Via Fama","Verona","Verona","37121","45.4434705","10.9953251"
"Birra in giardino","restaurant","Via Gardesane","Verona","Verona","37139","45.460608","10.8841557"
"","restaurant","Via Croce Bianca","Verona","Verona","37139","45.4467852","10.9467368"
"Le Cantine de l'Arena","restaurant","Piazzetta Scalette Rubiani","Verona","Verona","37121","45.4397751","10.9933237"
"Locanda Ristori","restaurant","Vicolo Valle","Verona","Verona","37122","45.4375543","10.9869248"
"Yard","restaurant","Corso Cavour","Verona","Verona","37121","45.4410843","10.9918318"
"Il Ciottolo","restaurant","Corso Cavour","Verona","Verona","37121","45.440103","10.9898384"
"Gemma Pizzeria","restaurant","Via Mario Todeschini","Verona","Verona","37126","45.4457151","10.9871178"
"Pizzalonga Away Verona","restaurant","Via Filippo Rosa Morando","Verona","Verona","37131","45.4405017","11.0190449"
"Enocibus","restaurant","Vicolo Pomodoro","Verona","Verona","37121","45.4394023","10.9904611"
"Trattoria Impero","restaurant","Piazza dei Signori","Verona","Verona","37121","45.4433446","10.9975853"
"Pizzeria da Roby","restaurant","Via Leonardo da Vinci","Verona","Verona","37138","45.4385085","10.9731468"
"Locanda 4 Cuochi","restaurant","Via Alberto Mario","Verona","Verona","37121","45.4401801","10.9937928"
"Trattoria Amarone","restaurant","Via Campagnetta","Verona","Verona","37127","45.4689073","10.9874172"
"Yama Sushi Restaurant","restaurant","Corso Milano","Verona","Verona","37138","45.4453514","10.9570423"
"Osteria al Borgo","restaurant","Via Baldassare Longhena","Verona","Verona","37138","45.4400348","10.9715546"
"Pizzeria Bellaluna","restaurant","Via Sardegna","Verona","Verona","37139","45.4357398","10.9483125"
"Monsuà","restaurant","Strada dell'Alpo","Verona","Verona","37136","45.402363","10.9489836"
"Oasi Gourmet","restaurant","Via Osoppo","Verona","Verona","37124","45.4575942","10.9794572"
"Leone Da Ciro 1924","restaurant","Via Giovanni Zambelli","Verona","Verona","37121","45.4404359","10.9978595"
"Gastro Gusto","restaurant","Piazzetta Alcide De Gasperi","Verona","Verona","37122","45.4367385","10.9947584"
"La Piazzetta","restaurant","Corte San Giovanni in Foro","Verona","Verona","37121","45.4430077","10.9949754"
"Pizzeria tre archi","restaurant","Via Alessandro Poerio","Verona","Verona","37124","45.4589084","10.9784395"
"Miski","restaurant","Via Santa Giuliana","Verona","Verona","37128","45.4712537","11.0004143"
"Vesuvio","restaurant","Regaste San Zeno","Verona","Verona","37123","45.4416761","10.9827349"
"Ippopotamo","restaurant","Piazza Bra","Verona","Verona","37121","45.4387332","10.9917135"
"Osteria da Ugo","restaurant","Vicolo Dietro Sant'Andrea","Verona","Verona","37121","45.4403013","10.9990351"
"Osteria Sottoriva","restaurant","Via Sottoriva","Verona","Verona","37121","45.4444996","11.0003816"
"Osteria Garden Verona","restaurant","Via del Pestrino","Verona","Verona","37134","45.4172117","10.999861"
"Mic Ramen","restaurant","Piazza Pradaval","Verona","Verona","37122","45.4364895","10.9900085"
"Scapin","restaurant","Via San Michele alla Porta","Verona","Verona","37121","45.4426602","10.9927012"
"Ristorante Italia","restaurant","Via Goffredo Mameli","Verona","Verona","37126","45.4512086","10.9897191"
"Hosteria La Vecchia Fontanina","restaurant","Piazzetta Chiavica","Verona","Verona","37121","45.4440476","10.9999865"
"Osteria alla Torre","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4428301","10.9976557"
"Porto Alegre","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4328637","10.988446"
"Osteria Carroarmato","restaurant","Vicolo Gatto","Verona","Verona","37121","45.4444092","10.9999291"
"La Canonica","restaurant","Vicolo San Matteo","Verona","Verona","37121","45.4418641","10.9940403"
"Pizzeria Dal Grano","restaurant","Piazza Risorgimento","Verona","Verona","37139","45.4392964","10.9480795"
"Osterial al Boscarel","restaurant","Vicolo Cieco Boscarello","Verona","Verona","37123","45.4408965","10.9831689"
"Miscusi","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4374553","10.9913117"
"Ostinati","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.435907","10.9906925"
"Al Capitan Della Cittadella","restaurant","Piazza Cittadella","Verona","Verona","37122","45.4370113","10.9930823"
"Sushi Kochi","restaurant","Via Don Enrico Girardi","Verona","Verona","37137","45.4211206","10.9551244"
"Ristorante Scaligero","restaurant","Via Guglielmo Marconi","Verona","Verona","37122","45.437264","10.9879268"
"La Taverna","restaurant","Via Stella","Verona","Verona","37121","45.4417659","10.9989269"
"Yume Ramen","restaurant","Via Sant'Antonio","Verona","Verona","37122","45.436634","10.9896816"
"Rosa Blu","restaurant","Piazza Corrubbio","Verona","Verona","37123","45.44132","10.9797583"
"Trattoria Pizzeria San Zeno","restaurant","Piazza San Zeno","Verona","Verona","37123","45.4421952","10.9773879"
"Trattoria Ai Piloti","restaurant","Piazza San Zeno","Verona","Verona","37123","45.4421883","10.9773649"
"Al Calmiere","restaurant","Piazza San Zeno","Verona","Verona","37123","45.4424115","10.9778878"
"","restaurant","Interrato Acqua Morta","Verona","Verona","37129","45.4455145","11.0029603"
"La Poiana","restaurant","Via Segorte","Verona","Verona","37142","45.472982","11.0191613"
"Osteria Ripasso","restaurant","Via Umbria","Verona","Verona","37138","45.4445138","10.9619627"
"Trattoria Caprese","restaurant","Galleria Pellicciai","Verona","Verona","37121","45.4417142","10.9946965"
"Trattoria l'altra colonna","restaurant","Via Tezone","Verona","Verona","37122","45.4363072","10.9949224"
"Ranch Rocce Rosse","restaurant","Via Ponte Florio","Verona","Verona","37141","45.459806","11.0478335"
"PizzaVoglia","restaurant","Via Quattro Rusteghi","Verona","Verona","37135","45.4186366","10.9876794"
"La Botteghetta","restaurant","Via Don Enrico Tazzoli","Verona","Verona","37121","45.4385887","10.996239"
"Doppio Malto","restaurant","Viale del Lavoro","Verona","Verona","37135","45.4107042","10.9775378"
"Peperino Pizza&Grill","restaurant","Piazzetta Municipio","Verona","Verona","37121","45.4378634","10.9946668"
"Bistro con Amore - Vini e Cucina","restaurant","Via Guglielmo Marconi","Verona","Verona","37122","45.4369262","10.9874559"
"Trattoria Muramare","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4342245","10.9889565"
"La Tradision","restaurant","Via Guglielmo Oberdan","Verona","Verona","37121","45.4403827","10.9933632"
"Hosteria ll Punto Rosa","restaurant","Via Fratta","Verona","Verona","37121","45.4406136","10.9912394"
"Michelin","restaurant","Via Vittorio Veneto","Tregnago","Verona","37039","45.516109","11.165073"
"La Greca","restaurant","Viale Postumia","Villafranca di Verona","Verona","37069","45.3689826","10.8685691"
"Restaurant Piccolo Hotel","restaurant","Piazza Catullo","Garda","Verona","37016","45.5757393","10.706497"
"La degusteria","restaurant","Via San Michele","Pescantina","Verona","37026","45.4814601","10.8452206"
"Mei Shi Lin","restaurant","Via Luigi Pasteur","Verona","Verona","37135","45.4016139","10.9902421"
"Pizzeria Apollo","restaurant","Piazza San Marco","Pai di Sopra","Verona","37010","45.6528835","10.7249266"
"Locanda San Marco","restaurant","Piazza San Marco","Pai di Sopra","Verona","37010","45.6529694","10.7252321"
"Caminetto","restaurant","Via Gardesana","Malcesine","Verona","37018","45.7648994","10.8104539"
"Zushi","restaurant","Corso Giuseppe Garibaldi","Villafranca di Verona","Verona","37069","45.350275","10.8476553"
"Romeo e Giulietta","restaurant","Via Antonio Cesari","Verona","Verona","37131","45.4388109","11.0203732"
"Walle's","restaurant","Piazza Lino Tosoni","Villafranca di Verona","Verona","37069","45.3515575","10.8466147"
"il Borgo","restaurant","Via Palesella","Cerea","Verona","37053","45.2204947","11.2381885"
"La Darsena","restaurant","Piazza Lago","Cisano","Verona","37011","45.5296682","10.7261274"
"Casa Perbellini 12 Apostoli","restaurant","Vicolo Corticella San Marco","Verona","Verona","37121","45.4426516","10.9960526"
"Locanda Centrale","restaurant","Via G. Garibaldi","Cavaion Veronese","Verona","37010","45.5408003","10.7696759"
"Baitone Alpino","restaurant","Via Gardesana Orientale","Navene","Verona","37018","45.8093763","10.8514439"
"La Lanterna","restaurant","Via Centro","Caprino Veronese","Verona","37013","45.6477184","10.852213"
"Stella Alpina","restaurant","Strada Provinciale Monte Baldo","Ferrara di Monte Baldo","Verona","37020","45.6506942","10.8547013"
"Sushi elite","restaurant","Viale Postumia","Villafranca di Verona","Verona","37069","45.3610032","10.8568864"
"Stella","restaurant","Via Gardesana","Cassone","Verona","37018","45.7348136","10.7907158"
"Al Senato","restaurant","Via Verona","Vigasio","Verona","37068","45.329028","10.9489434"
"Pizzeria Centro","restaurant","Via Roma","Vigasio","Verona","37068","45.3176224","10.9415955"
"La Vecia Mescola","restaurant","Vicolo Chiodo","Verona","Verona","37121","45.4396339","10.9908364"
"Hotel Ristorante Miralago","restaurant","Contrada San Zeno","San Zeno di Montagna","Verona","37010","45.6311856","10.7232686"
"Ristorante Paradiso Imperfetto","restaurant","Via Don Marcellino Faccio","San Zeno di Montagna","Verona","37010","45.6305779","10.7223165"
"Pizzeria Camping Mamma Lucia","restaurant","Via Giuseppe Zanetti","San Zeno di Montagna","Verona","37010","45.6254427","10.720816"
"Ristorante Albergo Taccolini Annalisa","restaurant","Piazza degli Alpini","Belluno Veronese","Verona","37020","45.6854755","10.8986944"
"Trattoria El Bagolo Ristorantino","restaurant","Via Molina","Sona","Verona","37060","45.4343968","10.8330253"
"Bar Ristorante Belvedere","restaurant","Via Pineta Sperane","San Zeno di Montagna","Verona","37010","45.6270194","10.7314015"
"All'Ancora","restaurant","Corso Ospedale","Lazise","Verona","37017","45.5061604","10.7324444"
"Al Porto","restaurant","Piazza Giacomo Matteotti","Bardolino","Verona","37011","45.546924","10.7197846"
"Le Vele","restaurant","Piazza Lago","Cisano","Verona","37011","45.5302134","10.7259648"
"CountryHouse Soleneve","restaurant","","Prada","Verona","37010","45.6738308","10.7833763"
"Agriturismo Cà Longa","restaurant","","San Zeno di Montagna","Verona","37010","45.6314911","10.7570156"
"Albergo Ristorante Narciso","restaurant","Via Prada","Prada","Verona","37010","45.6644978","10.773795"
"Arco","restaurant","Via Arco","Lazise","Verona","37017","45.5058851","10.7318068"
"Agriturismo La Part","restaurant","Contrada La Pora","San Zeno di Montagna","Verona","37010","45.6475389","10.743428"
"Ristorante San Remo","restaurant","Via Panoramica","San Zeno di Montagna","Verona","37010","45.6509978","10.7414963"
"Ai Broli","restaurant","Via Broli Antichi","Villafranca di Verona","Verona","37062","45.3521559","10.8391025"
"Agriturismo Scriciol","restaurant","Via Cà Montagna","San Zeno di Montagna","Verona","37010","45.6393132","10.731817"
"Hotel Lessinia","restaurant","Via Bruno Brusco","Bosco Chiesanuova","Verona","37021","45.6198729","11.0357035"
"Al Bersgliere","restaurant","Via San Colombano","Bardolino","Verona","37011","45.5660492","10.7298556"
"Agriturismo Antica Corte Cason","restaurant","Via Cason","Tombazosana","Verona","37055","45.2920487","11.2525991"
"","restaurant","Via Casalveghe","Gazzolo","Verona","37040","45.3837634","11.3124794"
"Liston 12","restaurant","Piazza Bra","Verona","Verona","37121","45.4394082","10.992593"
"Olivo 1939","restaurant","Piazza Bra","Verona","Verona","37121","45.4391018","10.9921255"
"Bottega Vini","restaurant","Vicolo Scudo di Francia","Verona","Verona","37121","45.4416426","10.9971086"
"Da Angelo","restaurant","Via Giacomo Puccini","Cisano","Verona","37011","45.5325497","10.7287945"
"Agriturismo Incaffi","restaurant","Via Casetta","Affi","Verona","37010","45.5513424","10.7607855"
"Butcher","restaurant","Via Leoncino","Verona","Verona","37121","45.4398201","10.9993255"
"Saporé downtown","restaurant","Via Amanti","Verona","Verona","37121","45.440642","11.0001074"
"Pizzeria Ristorante alla Grotta","restaurant","Lungolago Barbarani","Albisano","Verona","37010","45.6099454","10.6856227"
"Bue d'Oro","restaurant","Via Marsala","Valeggio sul Mincio","Verona","37067","45.3530949","10.734127"
"Trattoria Alla passeggiata","restaurant","Via del Garda","Valeggio sul Mincio","Verona","37067","45.4099105","10.7191478"
"Trattoria al Portego","restaurant","Via San Biagio","Colognola ai Colli","Verona","37030","45.4333522","11.1933303"
"Agriturismo i Tamasotti","restaurant","Via dei Ciliegi","Mezzane di Sotto","Verona","37030","45.4869033","11.1342872"
"Don Chisciotte","restaurant","SP36","Badia Calavena","Verona","37030","45.5639982","11.1565813"
"Osteria dei Pastori","restaurant","Via Trento","Selva di Progno","Verona","37030","45.6123076","11.1381224"
"Japanese Restaurant","restaurant","Viale Stazione","Peschiera del Garda","Verona","37019","45.4402645","10.7003578"
"hotel acquadolce","restaurant","Lungolago Giuseppe Garibaldi","Peschiera del Garda","Verona","37019","45.4425766","10.6965447"
"","restaurant","Via Bassanella","Peschiera del Garda","Verona","37019","45.4515484","10.6489866"
"Ristorante Sole","restaurant","Contrada Cà Schena","San Zeno di Montagna","Verona","37010","45.6326225","10.7270873"
"Osteria Mondo d'Oro","restaurant","Via Mondo d'Oro","Verona","Verona","37121","45.4421226","10.9962803"
"Al Vas","restaurant","Via Giuseppe Zanardelli","Porto","Verona","37010","45.7153777","10.7716269"
"Trattoria Amorin","restaurant","Piazza Umberto I","San Giovanni Lupatoto","Verona","37057","45.3817438","11.0441168"
"Vecchio Ristorante Brigafatta","restaurant","Via Zambonina","Vigasio","Verona","37068","45.3288768","10.9700042"
"La Terrazza","restaurant","Via Fossalta","Colà","Verona","37017","45.4841225","10.7268772"
"Trattoria de Tomi","restaurant","Via Settimo del Gallese","Isola della Scala","Verona","37063","45.3074645","10.9812561"
"La Piazza","restaurant","SP9","Castion Veronese","Verona","37010","45.6067902","10.7267869"
"Trattoria dal Mantoan","restaurant","Piazza Pradelle","Gazzo","Verona","37060","45.1432464","11.0665553"
"Palazzo De' Merli","restaurant","Piazza Pradelle","Gazzo","Verona","37060","45.1434849","11.0654514"
"Sushi Nara","restaurant","Via Enzo Natta","Pescantina","Verona","37026","45.4824603","10.9060134"
"Trattoria Monte Baldo","restaurant","Via Santa Maria","Porto","Verona","37010","45.7167678","10.7765968"
"Belvedere","restaurant","Via Marniga","Marniga","Verona","37010","45.7019366","10.7624817"
"","restaurant","Via Ospedaletto","Pescantina","Verona","37026","45.5047604","10.8436333"
"Ristorante Borgo Antico","restaurant","Via Ospedaletto","Pescantina","Verona","37026","45.5054954","10.844733"
"Ai Glicini","restaurant","Via Centro","Verona","Verona","37135","45.4066026","10.9853048"
"L'Incrocio dei Sapori","restaurant","Via Gianantonio Campostrini","San Pietro in Cariano","Verona","37029","45.5043399","10.9162649"
"Osteria ""da Felisse""","restaurant","Via Ponte","Pescantina","Verona","37026","45.4810121","10.8661817"
"Corte Valesana","restaurant","Località Vallesana","Lazise","Verona","37017","45.509112","10.7434407"
"Trattoria dal Perla","restaurant","Strada dell'Alpo","Villafranca di Verona","Verona","37062","45.3842134","10.9285087"
"Le Macine","restaurant","Via Ronchesana","Zevio","Verona","37059","45.3725356","11.0770976"
"Manzati","restaurant","Via Casette di Sopra","Palazzolo","Verona","37060","45.4488449","10.8096108"
"Ristorante Al Corsaro","restaurant","Via Paina","Malcesine","Verona","37018","45.7666286","10.8095645"
"Cozzeria Ristorante Pizzeria Alle Mura","restaurant","Via Cansignorio","Lazise","Verona","37017","45.5070696","10.7325976"
"Le Ancore della Bastia","restaurant","Via Bastia","Lazise","Verona","37017","45.5075874","10.7324128"
"","restaurant","Viale del Lavoro","San Martino Buon Albergo","Verona","37036","45.4142926","11.089227"
"Autogrill","restaurant","Tangenziale Sud","Verona","Verona","37137","45.4011205","10.9390435"
"Ristorante Natural Cuisine","restaurant","Via Guglielmo Oberdan","Bonferraro","Verona","37060","45.185135","11.009602"
"Bigoleria Della Rocca","restaurant","Via Cangrande della Scala","Soave","Verona","37038","45.4239675","11.2467825"
"Pizzeria Trattoria al Corso","restaurant","Via Corso","Grezzana","Verona","37023","45.6040009","10.9855516"
"Il Tavoliere","restaurant","Via Messedaglia","Villafranca di Verona","Verona","37069","45.3536305","10.8508846"
"Wok Sushi","restaurant","Via Michelangelo","Verona","Verona","37138","45.4316987","10.9703341"
"Beluga","restaurant","Stradone Porta Palio","Verona","Verona","37122","45.4380175","10.9858393"
"Locanda Antico Vallo","restaurant","Vicolo Antonio Calafà","Cologna Veneta","Verona","37044","45.3089237","11.3849285"
"Old Wild West","restaurant","Località Ferlina","Bussolengo","Verona","37012","45.4480193","10.880008"
"Teta de Giulieta","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.442774","10.9977282"
"Trattoria ai Bastioni","restaurant","Viale Colonnello Galliano","Verona","Verona","37138","45.4396319","10.9745459"
"Sushyamo","restaurant","Via Adamello","Villafranca di Verona","Verona","37069","45.363654","10.8588606"
"Locanda quattro Ciacole","restaurant","Via Vittorio Veneto","Roverchiaretta","Verona","37050","45.272377","11.2476721"
"Ristorante Sigurtà","restaurant","Via Camillo Benso Conte di Cavour","Valeggio sul Mincio","Verona","37067","45.365259","10.7362778"
"Aurora","restaurant","Strada di Ca' Brusà","Verona","Verona","37135","45.3891303","10.9535784"
"Agriturismo dal Perba","restaurant","Strada dell'Alpo","Verona","Verona","37062","45.3909235","10.9257263"
"Trattoria Rocchetti","restaurant","Via Rocchetti","Lazise","Verona","37017","45.5056768","10.744131"
"Agriturismo Dongili","restaurant","Via Castello","Verona","Verona","37141","45.4555175","11.0563284"
"Lenci Tre","restaurant","Via Marcello Piccoli","Bosco Chiesanuova","Verona","37021","45.6232412","11.0358524"
"Osteria al Due","restaurant","Via Abate Pietro Caliari","Verona","Verona","37142","45.4740548","11.0142316"
"Trattoria ai Colli Storici","restaurant","Via Ossario","Sommacampagna","Verona","37066","45.376982","10.7958765"
"Beghini","restaurant","Via Osteria Grande","Sommacampagna","Verona","37066","45.4083971","10.8485417"
"Trattoria Al Ponte","restaurant","Via Corrobiolo","Sommacampagna","Verona","37066","45.403435","10.8456221"
"Lilia","restaurant","Via Mantovana","Verona","Verona","37036","45.4063709","10.9296054"
"Hosteria La Corte","restaurant","Località Ca' di Capri","Bussolengo","Verona","37012","45.4467494","10.8831859"
"Marco e Daniela Time","restaurant","Via Risorgimento","Peschiera del Garda","Verona","37019","45.4399769","10.6889478"
"PizzaCaffe La Torre","restaurant","Stradone Scipione Maffei","Verona","Verona","37121","45.4376015","10.9969379"
"Berberè","restaurant","Piazzetta Quattordici Novembre","Verona","Verona","37121","45.4427788","10.9967799"
"Boutique del Gusto WeineWolf","restaurant","Via San Zeno in Oratorio","Verona","Verona","37121","45.439551","10.9862596"
"La Baita","restaurant","Via Enzo Ferrari","Pazzon","Verona","37013","45.6260603","10.8464556"
"Al Vicolo","restaurant","Via Alcide De Gasperi","Rubiana","Verona","37013","45.6059804","10.7958637"
"Pizzeria Du De Cope","restaurant","Galleria Pellicciai","Verona","Verona","37121","45.4418562","10.9949948"
"Restorante Oseleta","restaurant","Via Fiumi","Camporengo","Verona","37010","45.525211","10.791103"
"Trattoria alla Ruota","restaurant","Via Proale","Negrar di Valpolicella","Verona","37024","45.5696827","10.9568263"
"Osteria del 4","restaurant","Lungolago Vittorio Veneto","Albisano","Verona","37010","45.6110031","10.686251"
"Pizzeria Ristorante Venezia","restaurant","Via Filippo Rosa Morando","Verona","Verona","37131","45.4406293","11.0178355"
"Lepre","restaurant","Via Marsala","Valeggio sul Mincio","Verona","37067","45.3534143","10.7342143"
"Berengario 12","restaurant","Via Berengario","Cavaion Veronese","Verona","37010","45.5368366","10.7678829"
"Joy‘s Place","restaurant","Piazza Statuto","Malcesine","Verona","37018","45.7638602","10.8081165"
"Agriturismo Malga Campolevà di Sotto","restaurant","SP6","Bosco Chiesanuova","Verona","37021","45.6855125","11.0778692"
"Pizzeria da Fabio","restaurant","Contrada Pianura","Bosco Chiesanuova","Verona","37021","45.5811152","11.0415816"
"Osteria dal Nane","restaurant","Alzaia","Arcè","Verona","37010","45.4964091","10.8182619"
"Ristorante Botticelli","restaurant","Via Rocca","Lazise","Verona","37017","45.5042581","10.7332925"
"Il Banco Prosciutteria","restaurant","Via Ponte Nuovo","Verona","Verona","37121","45.4435171","11.000384"
"Campagnola","restaurant","Via Gardesana Orientale","Navene","Verona","37018","45.7874805","10.8223808"
"Art Cafè","restaurant","Piazza Don Quirico Turazza","Malcesine","Verona","37018","45.7652669","10.8087793"
"Flora","restaurant","Stradone Scipione Maffei","Verona","Verona","37121","45.4373965","10.9959198"
"I ❤️ burger","restaurant","Via Don Giacomo Trevisani","Verona","Verona","37139","45.4396017","10.9480139"
"Rifugio Valbella","restaurant","SP14","Erbezzo","Verona","37020","45.6834326","10.9942044"
"La Vecia Ostaria","restaurant","Piazza Vittorio Veneto","Trevenzuolo","Verona","37060","45.2687592","10.9321339"
"Osteria ai Osei","restaurant","Via Venti Settembre","Verona","Verona","37129","45.4398534","11.0128233"
"Trattoria Al Bivio","restaurant","Via Castelnuovo","Valeggio sul Mincio","Verona","37067","45.3725606","10.7327666"
"Al Callianino","restaurant","Via Adige","Montecchia di Crosara","Verona","37030","45.4527454","11.3052353"
"Trattoria all'Italia","restaurant","Via Centro","Spiazzi","Verona","37013","45.6475001","10.8521895"
"La Scaletta","restaurant","Via Chiesa","Pastrengo","Verona","37010","45.503326","10.7986218"
"Poggio di Cornè","restaurant","Località Cornè di Piovezzano","Pastrengo","Verona","37010","45.499083","10.7877937"
"Ristorante Pina","restaurant","Via Stazione","Castelnuovo del Garda","Verona","37014","45.4312721","10.7584976"
"Il Giglio","restaurant","Via Caselle","Sommacampagna","Verona","37066","45.4079866","10.8517161"
"Taverna Fregoso","restaurant","Corso Vittorio Emanuele","Garda","Verona","37016","45.5760297","10.7069486"
"","restaurant","Via Sommacampagna","Verona","Verona","37137","45.4148904","10.924518"
"Buns","restaurant","Corticella San Faustino","Verona","Verona","37129","45.4457193","11.0028268"
"In Tavola","restaurant","Via Ronchetto","San Pietro in Cariano","Verona","37029","45.5079578","10.9147266"
"Club Steven Sri Lankan restaurant","restaurant","Via Venti Settembre","Verona","Verona","37129","45.4398229","11.014376"
"Mensa Restaurant","restaurant","Via Sommacampagna","Verona","Verona","37137","45.421215","10.9347738"
"L'Antico Casale","restaurant","Via Pedagno","San Pietro di Morubio","Verona","37050","45.2517147","11.2359238"
"Pizzeria Jonathan","restaurant","Via Liguria","Bussolengo","Verona","37012","45.4714042","10.8907208"
"Agriturismo Alpino","restaurant","Via Spinelli","Erbezzo","Verona","37020","45.6405902","10.9803709"
"Gallo Cedrone","restaurant","Via Oregolo","Castelnuovo del Garda","Verona","37014","45.4423325","10.7495695"
"La Sfera","restaurant","Via Valpolicella","Negrar di Valpolicella","Verona","37024","45.4953097","10.940406"
"La Pacheca Rock Bar","restaurant","Via Pra' del Principe","Lazise","Verona","37017","45.5036137","10.7351699"
"Valle dei Mulini","restaurant","Via Lorenzo Conati","Fumane","Verona","37022","45.5439","10.8850723"
"Il Granaio","restaurant","Via Camacici","San Giovanni Lupatoto","Verona","37057","45.3703054","11.0305752"
"Trattoria Capucci","restaurant","Via Lago di Garda","Bovo","Verona","37060","45.3686962","11.0079038"
"Sole","restaurant","Via Guglielmo Marconi","San Giovanni Lupatoto","Verona","37057","45.3788821","11.0531339"
"Trattoria dalla Bice","restaurant","Via Bottega","Negrar di Valpolicella","Verona","37024","45.5596471","10.9383957"
"La Voglia","restaurant","Via Val di Sogno","Cassone","Verona","37018","45.7462523","10.7999851"
"Vidoc Ristorante","restaurant","Via Dosso","Malcesine","Verona","37018","45.7648031","10.8082234"
"Rossovivo","restaurant","Via Gardesana","Malcesine","Verona","37018","45.7710617","10.8120269"
"Ristorante Camping Lido","restaurant","Località Casa Olivi","Pacengo","Verona","37017","45.4710296","10.7162659"
"","restaurant","Strada Provinciale 6","Bosco Chiesanuova","Verona","37021","45.6445526","11.0486144"
"Osteria Sottocosta","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4429845","10.9975703"
"Casa Fernandez","restaurant","Corso Vittorio Emanuele","Garda","Verona","37016","45.5758948","10.7071261"
"gustosa, bar & ristorante","restaurant","Via Ottellio","Peschiera del Garda","Verona","37019","45.4385914","10.6942421"
"Belvedere","restaurant","Località Laghe di Giazza","Giazza","Verona","37030","45.654527","11.123037"
"La Fenice","restaurant","Via Cesare Battisti","Colognola ai Colli","Verona","37030","45.4406406","11.1787069"
"Pizzeria Sorriso","restaurant","Via Burgo Castellari","Porto","Verona","37010","45.7177107","10.774537"
"Ristorante Ventos","restaurant","Via Giuseppe Zanardelli","Porto","Verona","37010","45.7175994","10.7738925"
"3sessanta Coffee, Food & Drinks","restaurant","Viale della Repubblica","Peschiera del Garda","Verona","37019","45.4400324","10.6870689"
"La Veranda","restaurant","Via Santa Cristina","Cisano","Verona","37011","45.54287","10.7257297"
"Alla Fassa","restaurant","Via Beato Giuseppe Nascimbeni","Castelletto","Verona","37010","45.6906918","10.7523075"
"La Cantina di Albisano","restaurant","Piazza Giuseppe Garibaldi","Albisano","Verona","37010","45.6114224","10.7020379"
"Osteria dai Coghi","restaurant","Via Marcato","Albarè","Verona","37010","45.5731085","10.7551086"
"","restaurant","Via Fabio Filzi","Cellore","Verona","37031","45.484086","11.1775374"
