nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon
"Trattoria Relax","restaurant","Via Ponte Tesina","Castion Veronese","Verona","37010","45.606132","10.7301934"
"Paella valenciana style","restaurant","Via Valpantena","Verona","Verona","37142","45.4967304","11.0188439"
"Pizzeria Bar da Leo","restaurant","Via Valpantena","Verona","Verona","37142","45.5000583","11.0174564"
"Putapariò","restaurant","Via Valpantena","Verona","Verona","37142","45.5032302","11.0172037"
"Biri Ristorante","restaurant","Piazza Statuto","Bardolino","Verona","37011","45.5472745","10.7215629"
"Ristorante Pizzeria Al Frantoio","restaurant","Via Canal","Pesina","Verona","37013","45.6033842","10.7648427"
"Lido","restaurant","Via Pra' del Principe","Lazise","Verona","37017","45.5007847","10.7332818"
"Fortuna","restaurant","Via Cà Nova","Albarè","Verona","37010","45.5704297","10.7592029"
"Cà Morel","restaurant","Via Ca´ Morel","Marciaga","Verona","37010","45.591873","10.7139592"
"Al Cardellino","restaurant","Via Pralesi","Cisano","Verona","37011","45.5254138","10.7319622"
"Al Germano Reale","restaurant","Via della Pergolana","Cisano","Verona","37010","45.5297203","10.7264127"
"Due Alfieri","restaurant","Piazza Lago","Cisano","Verona","37011","45.5295572","10.7261198"
"Bar Pizzeria First Meeting","restaurant","Via Don Gnocchi","Garda","Verona","37016","45.5779483","10.7129032"
"Pizzeria Milano","restaurant","Via Don Gnocchi","Garda","Verona","37016","45.577538","10.712243"
"Hamburgheria Monorotaria","restaurant","Via Derna","Castelnuovo del Garda","Verona","37014","45.4570412","10.7067061"
"The Bandits' Tavern","restaurant","Via Villaggio Tudor - Raptor","Castelnuovo del Garda","Verona","37014","45.4564716","10.7095787"
"Agriturismo San Michele - Ca' del Tocio","restaurant","San Michele","Malcesine","Verona","37018","45.7672921","10.82938"
"Trattoria Campiano","restaurant","San Michele","Malcesine","Verona","37018","45.7636765","10.8236847"
"Italia da Nikolas","restaurant","Via Portici Umberto","Malcesine","Verona","37018","45.7639577","10.8068303"
"Roadhouse","restaurant","SR11","Bussolengo","Verona","37012","45.44662","10.8621578"
"Osteria da Montresor","restaurant","Via Bionde","Verona","Verona","37139","45.458739","10.9392662"
"Taverna Kus","restaurant","SP9","San Zeno di Montagna","Verona","37010","45.6426345","10.7351044"
"Corte Poli","restaurant","Via Mambrotta","San Martino Buon Albergo","Verona","37036","45.3885941","11.1136127"
"Pino 2","restaurant","Via dell'Uva","Garda","Verona","37016","45.577296","10.7288085"
"Agriturismo ""La Zerpa""","restaurant","Via Zerpa","Belfiore","Verona","37050","45.3549051","11.2514805"
"Pizzeria Ristorante MaryGiò","restaurant","Via Giovanni Pascoli","Affi","Verona","37010","45.5522237","10.7891119"
"Tintero Boat","restaurant","Via Canal Bianco","Legnago","Verona","37045","45.0924841","11.308515"
"Ai Pigni de Cerù","restaurant","Via Roma","Fumane","Verona","37022","45.5424464","10.8816995"
"Harbour Restaurant","restaurant","Piazza dei dolci","Castelnuovo del Garda","Verona","37014","45.4553618","10.712064"
"Alfonso's","restaurant","Via Fossalta","Pacengo","Verona","37017","45.4762772","10.7242239"
"Roadhouse","restaurant","Strada Mandella-Baracca","Peschiera del Garda","Verona","37019","45.4328986","10.7057804"
"Pizzabufalina","restaurant","Via dell'Artigianato","Valgatara","Verona","37020","45.5237553","10.9071803"
"Pepperone","restaurant","Via Federico Garofoli","San Giovanni Lupatoto","Verona","37057","45.3992242","11.0202754"
"Lenoteca Food Wine & Spirit","restaurant","Strada Regionale 11 Padana Superiore","Peschiera del Garda","Verona","37019","45.4316605","10.6970847"
"Mexì","restaurant","Via Staffali","Villafranca di Verona","Verona","37062","45.3882096","10.9059931"
"Pizzeria 70","restaurant","Via Amilcare Ponchielli","Verona","Verona","37131","45.4490953","11.0202086"
"Sushiko","restaurant","Via Niccolò Copernico","Verona","Verona","37135","45.4064304","10.9769335"
"Old Wild West","restaurant","Viale delle Nazioni","Verona","Verona","37135","45.4065686","10.9764078"
"Don Peppe","restaurant","Viale delle Nazioni","Verona","Verona","37135","45.4065813","10.9764235"
"Breonio","restaurant","Via Primo Maggio","Breonio","Verona","37022","45.6230471","10.9042709"
"Trattoria Du Scalini","restaurant","Via Bartolomeo Bacilieri","Molina","Verona","37022","45.6123673","10.9118152"
"Pizzeria da Icio","restaurant","Via Cesare Battisti","Fosse","Verona","37020","45.642171","10.9375233"
"Pensione Ombra","restaurant","Via Cesare Battisti","Fosse","Verona","37020","45.6462998","10.9372755"
"Trattoria Chesini","restaurant","Progno di Breonio","Fumane","Verona","37022","45.5896637","10.9070101"
"The Loft 37","restaurant","Via Nazionale","San Martino Buon Albergo","Verona","37036","45.4220451","11.1045023"
"Saporè","restaurant","Via Venti Settembre","San Martino Buon Albergo","Verona","37036","45.4230117","11.0960778"
"Da Gigi","restaurant","Via Cà Begal","Negrar di Valpolicella","Verona","37024","45.5154141","10.9470887"
"La Rustega","restaurant","Località Caselle","Valeggio sul Mincio","Verona","37067","45.3719625","10.7821956"
"","restaurant","Via del Forte","Valeggio sul Mincio","Verona","37067","45.3683296","10.7611017"
"Il Ristocafè","restaurant","Viale delle Fontanelle","San Bonifacio","Verona","37047","45.3789548","11.2846206"
"Le Pergole","restaurant","Via Goldoni","Peschiera del Garda","Verona","37019","45.4498666","10.6655142"
"Maraschina","restaurant","Via Miralago","Peschiera del Garda","Verona","37019","45.4559731","10.6437573"
"Le Tese","restaurant","Strada delle Gioliare","Lazise","Verona","37017","45.4679903","10.7660395"
"Bounty","restaurant","Viale Cordigero","Peschiera del Garda","Verona","37019","45.4386896","10.6946197"
"Ristorante Pizzaria 'La Rocca'","restaurant","Viale Cordigero","Peschiera del Garda","Verona","37019","45.4385632","10.695053"
"Ristorante Pizzeria ""Siena""","restaurant","Via Luigi Fantoni","Villafranca di Verona","Verona","37062","45.3485336","10.835735"
"Charly","restaurant","Via Santa Maria","Porto","Verona","37010","45.7167209","10.776785"
"Capitano","restaurant","Via Lungolago","Porto","Verona","37010","45.7183002","10.7741119"
"Trattoria Rosa","restaurant","Via Antonio Ferrari","San Pietro in Cariano","Verona","37029","45.487526","10.8952"
"Beef steak & more","restaurant","Strada Regionale 11 Padana Superiore","Palazzolo","Verona","37060","45.4465157","10.8350105"
"Boscomantico","restaurant","Via Boscomantico","Verona","Verona","37139","45.4712136","10.9309104"
"NaturaSi","restaurant","Via Ludovico De Besi","Verona","Verona","37139","45.4455859","10.9394196"
"Pizzeria Al Vento","restaurant","Via Sardegna","Verona","Verona","37139","45.4385512","10.9472753"
"Autogrill","restaurant","Autostrada Serenissima","San Bonifacio","Verona","36054","45.4264951","11.3320028"
"","restaurant","Località Casa Olivi","Pacengo","Verona","37017","45.4710072","10.7162698"
"Ristorante al Braciere","restaurant","Via Aie","Mazzantica","Verona","37050","45.3046545","11.0565212"
"Kirin (sushi resturant)","restaurant","Strada Regionale 11 Padana Superiore","Sona","Verona","37060","45.4453183","10.8432921"
"Ristorante tipico La Dacia","restaurant","Via Bondi","Bardolino","Verona","37011","45.5711203","10.7385546"
"Perbacco","restaurant","Via Giosuè Carducci","Verona","Verona","37129","45.4422573","11.0064759"
"La Fontanella","restaurant","Via Pasquaro;Via Sant'Antonio","Montecchia di Crosara","Verona","37030","45.4675681","11.2638428"
"Trattoria Alla Sorte","restaurant","Via Giacomo Barucchi","Verona","Verona","37139","45.46886","10.9425062"
"Trattoria Caprini","restaurant","Via Paolo Zanotti","Negrar di Valpolicella","Verona","37024","45.5606062","10.9418261"
"Pizzeria Trattoria Marconi","restaurant","Piazza Guglielmo Marconi","Zevio","Verona","37059","45.3720409","11.1335431"
"Antica Trattoria Busolo","restaurant","Via Busolo","Vago","Verona","37030","45.4075528","11.128661"
"Ca' Brusà","restaurant","Via Cà Brusà","Vago","Verona","37030","45.4198936","11.1263396"
"L'altro Carlo re","restaurant","Via Tiro a Segno","Zevio","Verona","37059","45.3726692","11.1222415"
"Il Girasole","restaurant","Via Dottori","Zevio","Verona","37059","45.3712833","11.1075355"
"Al Vaghetto","restaurant","Via Vaghetto","Vago","Verona","37030","45.4170379","11.1332607"
"trattoria al bon goto","restaurant","Via Allocco","San Martino Buon Albergo","Verona","37036","45.3879777","11.1156362"
"Ginevra","restaurant","Via Cavalline","San Briccio","Verona","37030","45.4519183","11.1203314"
"come nà olta","restaurant","Via A.G. Tirabosco","San Pietro di Lavagno","Verona","37030","45.4428182","11.1278738"
"Trattoria Grobberio","restaurant","Via Mezzavilla","San Martino Buon Albergo","Verona","37036","45.4648396","11.104442"
"vecchia fontana","restaurant","Via Mezzavilla","San Martino Buon Albergo","Verona","37036","45.4630946","11.1047843"
"Agriturismo Viticcio dei Ronchi","restaurant","Via Bisano","Verona","Verona","37141","45.4866041","11.0811406"
"Ristorante al Ponte","restaurant","Via Ruda","Tombazosana","Verona","37055","45.3202694","11.2637142"
"Osteria dal pipa","restaurant","Via dei Cipressi","Verona","Verona","37141","45.4654596","11.066721"
"Villa De Winckels","restaurant","Via Sorio","Tregnago","Verona","37039","45.5208715","11.1530544"
"Bar Pizzeria Posta","restaurant","Piazza Sant'Egidio","Tregnago","Verona","37039","45.5143255","11.1655024"
"il giardino","restaurant","Via Venticinque Aprile","San Giovanni Lupatoto","Verona","37057","45.3793374","11.0498635"
"el capel","restaurant","Via Treviso","San Giovanni Lupatoto","Verona","37057","45.3768956","11.0482756"
"Pizzeria Cavour","restaurant","Via Slavacchio","Legnago","Verona","37045","45.197871","11.3207228"
"pizzeria al taglio","restaurant","Via San Pio X","Legnago","Verona","37045","45.1962671","11.3157598"
"La Tonda","restaurant","Via Brennero","Pescantina","Verona","37026","45.493884","10.8780745"
"Pizzeria San Mattia","restaurant","Viale dei Colli","Verona","Verona","37128","45.4631534","10.9947142"
"Locanda San Leonardo","restaurant","Viale dei Colli","Verona","Verona","37128","45.4589783","10.9953088"
"Trattoria Biondani","restaurant","Via Piemonte","Bussolengo","Verona","37012","45.4731228","10.8853885"
"","restaurant","3","Malcesine","Verona","37018","45.7694366","10.8643316"
"Pizzeria Ristorante Bella Italia Locanda","restaurant","Via Bell'Italia","Peschiera del Garda","Verona","37019","45.4446289","10.6727054"
"Ristorante & Pizza Bella Italia Corte Riga","restaurant","Via Bell'Italia","Peschiera del Garda","Verona","37019","45.4451775","10.6744935"
"Le Caldane","restaurant","Strada dei Boschi","Colà","Verona","37017","45.4798357","10.7479169"
"Corte San Giovanni","restaurant","Vicolo Sirmione","Bardolino","Verona","37011","45.5478319","10.7192936"
"Osteria Scalin","restaurant","Via San Vitale","Verona","Verona","37129","45.4394324","11.0041704"
"La Loda","restaurant","Via Magonia","Garda","Verona","37016","45.5797667","10.6991092"
"Ristorante San Martino","restaurant","Via San Martino","Bardolino","Verona","37011","45.5469079","10.7208176"
"Castello di Bevilacqua","restaurant","Via Castello","Bevilacqua","Verona","37040","45.2334506","11.4008728"
"","restaurant","Via Stradone","Roverchiaretta","Verona","37050","45.2603203","11.263637"
"Ristorante al Parolo","restaurant","Viale Nogarole","San Bonifacio","Verona","37037","45.3922233","11.2937016"
"Piccolo Doge","restaurant","Via Santa Cristina","Cisano","Verona","37011","45.5364377","10.7270849"
"Osteria Mattarana pizzeria","restaurant","Via Mattarana","Verona","Verona","37132","45.4405162","11.0595826"
"Finger Sushi","restaurant","Via Unità d'Italia","Verona","Verona","37132","45.4340262","11.0421013"
"Pizzeria Carlo Re","restaurant","Viale Spolverini","Verona","Verona","37131","45.4395996","11.0285328"
"Pizzeria Notte e Dì","restaurant","Via Aldo Manuzio","Verona","Verona","37131","45.440671","11.0348532"
"Lomitos Argentinos Verona","restaurant","Via Cesare Betteloni","Verona","Verona","37131","45.4438999","11.0208869"
"Pizzeria Congo","restaurant","Via del Sole","Albaredo d'Adige","Verona","37041","45.3152888","11.2742821"
"Trattoria al Metano da Anna","restaurant","Via Bartolomeo Avesani","Verona","Verona","37122","45.4264111","10.9936856"
"Civico 2 Tripoli","restaurant","Via Spagna","Verona","Verona","37123","45.4440124","10.9792615"
"Agriturismo ""Al Bosco""","restaurant","Via Borgoletto","Colognola ai Colli","Verona","37030","45.4397178","11.1968611"
"Al Rustico","restaurant","Corso Cangrande","Lazise","Verona","37017","45.5066653","10.7317369"
"Corte Olivo","restaurant","Corso Cangrande","Lazise","Verona","37017","45.506906","10.7335223"
"Locanda alla Chiesa","restaurant","Via Chiesa","Lazise","Verona","37017","45.5058065","10.7335909"
"Taverna da Oreste","restaurant","Via Francesco Fontana","Lazise","Verona","37017","45.5053642","10.7314895"
"Locanda Bordin","restaurant","Via Porto","Pescantina","Verona","37026","45.4737755","10.9033569"
"Il Fiorellino Beer e Pub","restaurant","Lungolago Giuseppe Garibaldi","Peschiera del Garda","Verona","37019","45.4443052","10.6946007"
"Trattoria Moscal","restaurant","Via Pigna","Affi","Verona","37010","45.5525175","10.7718065"
"Al Torcolo","restaurant","Strada del Torcolo","Cavaion Veronese","Verona","37010","45.5275814","10.7642924"
"Il Caminetto","restaurant","Via Verona","Bardolino","Verona","37011","45.5219349","10.7529617"
"La Taverna del Borgo","restaurant","Via Stazione","Bardolino","Verona","37011","45.5221965","10.7520809"
"Pizzeria Da Salvatore","restaurant","Piazza San Tomaso","Verona","Verona","37129","45.4428412","11.0023909"
"Agriturismo mecenero","restaurant","S.P. 17/C","Santa Margherita","Verona","37030","45.4878582","11.3094514"
"Trattoria Fattori","restaurant","Via Piazza Terrossa","Roncà","Verona","37030","45.4645535","11.3195949"
"Agrtirusimo Nido D'aquila","restaurant","Via La Fenice","Santa Margherita","Verona","37030","45.4853983","11.3244921"
"Bar-Trattoria Ciclamino","restaurant","Sentiero-Strada","Chiampo","Verona","36072","45.5098112","11.2827444"
"Vittorio Emanuele","restaurant","Piazza Bra","Verona","Verona","37121","45.4392547","10.9923015"
"Trattoria La Val","restaurant","Via Valle dei Molini","Marciaga","Verona","37010","45.5895349","10.7308944"
"L'amalfitana","restaurant","Viale Cristoforo Colombo","Verona","Verona","37138","45.4480568","10.9740809"
"All'Albero","restaurant","Piazza Cavour","Malcesine","Verona","37018","45.7654064","10.8093305"
"Agli Scaligeri","restaurant","Via Caselunghe","Malcesine","Verona","37018","45.7654023","10.8090838"
"Poseidon","restaurant","Via Giacomo Matteotti","Bussolengo","Verona","37012","45.4727169","10.8468687"
"La Vecchia Lira","restaurant","Via Calabria","Verona","Verona","37139","45.4381007","10.9485888"
"Pizzeria Mundial","restaurant","Via Gian Lorenzo Bernini","Legnago","Verona","37045","45.2000901","11.2948393"
"Cantina Battisti S.n.c.","restaurant","Via Niccolò Copèrnico","Vago","Verona","37030","45.4194948","11.1352334"
"Genzianella","restaurant","SP6","Bosco Chiesanuova","Verona","37021","45.6870819","11.0858748"
"Al Regio Patio","restaurant","Via San Francesco d'Assisi","Garda","Verona","37016","45.573861","10.7087332"
"Da Gianni","restaurant","Via Nassar","Pescantina","Verona","37026","45.4821821","10.9110851"
"Settimo Cielo","restaurant","Via Enrico Bernardi","Pescantina","Verona","37026","45.480536","10.9034194"
"Semo Quà","restaurant","Via Piazza Menà","Menà","Verona","37043","45.0868078","11.4364433"
"Pizzeria Catullo","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5761699","10.7055906"
"Ristorante La Losa","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5748212","10.7072972"
"Ristorante Il Giardinetto","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5752045","10.7065549"
"Taverna El Busetto","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5754306","10.7062603"
"Ristorante ai Capitani","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.575696","10.7059539"
"Osteria al Porto","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5762347","10.7055419"
"Bellavista","restaurant","SR249","Cassone","Verona","37018","45.7302084","10.7831491"
"Trattoria Zanini","restaurant","Via Prova","San Bonifacio","Verona","37047","45.398879","11.2965736"
"Ristorante Al Fante","restaurant","Via Barozzino","Valeggio sul Mincio","Verona","37067","45.3675016","10.7256746"
"Le Terazze","restaurant","Via Bell'Italia","Peschiera del Garda","Verona","37019","45.4458371","10.6787788"
"Mamma Mia","restaurant","Piazza Bra","Verona","Verona","37121","45.4389401","10.9919103"
"Galileo Risto Pub","restaurant","VIa Parco ai Cotoni","San Giovanni Lupatoto","Verona","37057","45.3815187","11.0412086"
"La Stua","restaurant","Circonvallazione Monte Baldo","Erbezzo","Verona","37020","45.6431804","10.997368"
"CibariuM","restaurant","Via Pra' del Principe","Lazise","Verona","37017","45.5029017","10.7331283"
"Al Drago","restaurant","Piazza Vittorio Emanuele II","Lazise","Verona","37017","45.5053032","10.732779"
"Gallo Nero","restaurant","Piazza Vittorio Emanuele II","Lazise","Verona","37017","45.5053032","10.7325647"
"Il Porticciolo","restaurant","Lungolago Marconi","Lazise","Verona","37017","45.5075184","10.7314057"
"Riviera","restaurant","Lungolago Marconi","Lazise","Verona","37017","45.5058454","10.7312034"
"Taverna Marconi","restaurant","Lungolago Marconi","Lazise","Verona","37017","45.5063431","10.7310452"
"Tropical","restaurant","Lungolago Marconi","Lazise","Verona","37017","45.5057527","10.7312081"
"Vela Bianca","restaurant","Lungolago Marconi","Lazise","Verona","37017","45.505543","10.7311337"
"La Fornica","restaurant","Via Fosse","Bardolino","Verona","37011","45.5485307","10.7204912"
"Il giardino delle Esperidi","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5483537","10.7200541"
"Caprice","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5482822","10.7198758"
"La Fenice Hostaria","restaurant","Via Boi","Rubiana","Verona","37013","45.6013308","10.7731282"
"Trattoria Sarsissa","restaurant","Piazza Olivo","Castelletto","Verona","37010","45.6868284","10.7506357"
"Le Cedrare","restaurant","Via Perez Pompei","Illasi","Verona","37031","45.4696077","11.1819553"
"Trattoria La Pineta","restaurant","Via Celestino Ledri","Fumane","Verona","37022","45.5436282","10.8828288"
"Trattoria il Borgo","restaurant","Via Bassone","Verona","Verona","37139","45.4531138","10.9002921"
"Trattoria Albaromatto","restaurant","Via Albaromatto","Vestenanova","Verona","37030","45.5699353","11.2406963"
"Bottega & Tavola di Corte Palazzina","restaurant","Via Francesco Berni","Verona","Verona","37122","45.4340106","10.985803"
"Osteria dal Poeta","restaurant","Via Luigi Galvani","Verona","Verona","37138","45.4506187","10.9624069"
"Agriturismo La Coetta","restaurant","Via Coetta","San Martino Buon Albergo","Verona","37036","45.3989756","11.0979454"
"La Sorgente","restaurant","Via Pontara Sandri","Verona","Verona","37036","45.41694","11.0788793"
"Osteria n°1","restaurant","Via Flaminio Pellegrini","Fumane","Verona","37022","45.5397408","10.878428"
"Ristorante Ca' dei Maghi","restaurant","Località Cà dei Maghi","Fumane","Verona","37022","45.5443208","10.8913562"
"Ristorante Scamperle","restaurant","Via Incisa","Fumane","Verona","37022","45.5437906","10.8833851"
"Agriturismo La Pietra Nera","restaurant","Via Ranfani","San Giovanni Ilarione","Verona","37035","45.5257018","11.2411553"
"Ristorante Bar da Claudio","restaurant","Via Mazzini","San Giovanni Ilarione","Verona","37035","45.5278341","11.2381559"
"Ristorante Rey sol","restaurant","Via Finato dottor Lotario","Concamarise","Verona","37050","45.2171791","11.1414712"
"Trattoria Bridi","restaurant","Via Cavallina","Zevio","Verona","37059","45.3677774","11.1685708"
"Corte Pellegrini","restaurant","Via Campalto","San Martino Buon Albergo","Verona","37036","45.3972643","11.0837382"
"I 13 Comuni","restaurant","Piazza Vittoria","Velo Veronese","Verona","37030","45.6054601","11.0957933"
"Pizzeria Bar Campara","restaurant","Strada Provinciale 16","Velo Veronese","Verona","37030","45.5980926","11.1007329"
"Alla Scimmia","restaurant","Via Ferrazze","San Martino Buon Albergo","Verona","37036","45.4328953","11.0826103"
"Al Ponte","restaurant","Via Brolo Musella","San Martino Buon Albergo","Verona","37036","45.4434213","11.0785146"
"Cà Rossa","restaurant","Via Petraca","Bardolino","Verona","37011","45.5583181","10.7173651"
"Pizzeria Ornella","restaurant","Via Boccaccio","Vago","Verona","37030","45.4187912","11.1330441"
"","restaurant","Viale dell'Industria","Caldiero","Verona","37042","45.4171831","11.1575548"
"Caprice","restaurant","Piazza San Nicolò","Assenza","Verona","37010","45.7262005","10.7812602"
"Girò","restaurant","Via Monticelli","Vago","Verona","37030","45.4254251","11.1370419"
"Industry Beer Park","restaurant","Via 4 Strade","Vago","Verona","37030","45.424226","11.1317634"
"Pizzeria Saval","restaurant","Via Quarto Ponte","Verona","Verona","37138","45.4503614","10.9644919"
"Punjab","restaurant","Via Marin Faliero","Verona","Verona","37138","45.4524032","10.9655734"
"Malaspina","restaurant","Via Quattro Novembre","Isola Rizza","Verona","37050","45.2890736","11.1999143"
"Perbellini","restaurant","Via Muselle","Isola Rizza","Verona","37050","45.2859243","11.1876728"
"Trattoria Sartori","restaurant","Via Vivaldi","Isola Rizza","Verona","37050","45.2922172","11.1974842"
"Intrigante","restaurant","Via Puglie","Verona","Verona","37139","45.4567108","10.945244"
"Agriturismo La Frasca","restaurant","Via Mazzasetti","San Giovanni Ilarione","Verona","37035","45.5118136","11.2331598"
"Trattoria Andreoli","restaurant","Via Primo Maggio","Zevio","Verona","37059","45.3690108","11.1102087"
"Il Gelato di Camilla","restaurant","Via Adamello","San Martino Buon Albergo","Verona","37036","45.4259127","11.0996495"
"Pizzeria Lui & Lei","restaurant","Via Adamello","San Martino Buon Albergo","Verona","37036","45.4257778","11.0999141"
"Pizzeria al Maglio","restaurant","Via Maglio","San Martino Buon Albergo","Verona","37036","45.4165858","11.1062252"
"Greppia","restaurant","Vicolo Samaritana","Verona","Verona","37121","45.4417238","10.9976269"
"Agriturismo Val del Tasso","restaurant","ex-binari","Camporengo","Verona","37010","45.5305039","10.7976566"
"Panormica","restaurant","Via Casteggioni","Colognola ai Colli","Verona","37030","45.4276594","11.2021384"
"il serraglio B&B","restaurant","Via Corte Pietà","Sona","Verona","37060","45.3925133","10.7726741"
"","restaurant","Via Ungaretti","San Bonifacio","Verona","37047","45.3965894","11.2799223"
"Stadio","restaurant","Via Fiume","San Bonifacio","Verona","37047","45.4004269","11.2773434"
"Ristorante Pizzeria Garden","restaurant","Corso Giuseppe Garibaldi","Malcesine","Verona","37018","45.7645115","10.8068732"
"La Fucina","restaurant","Piazzale Vittorio Veneto","Bussolengo","Verona","37012","45.4699749","10.8507877"
"Risrorante Ristoro","restaurant","Via Navene Vecchia","Malcesine","Verona","37018","45.7657322","10.811453"
"La Gare","restaurant","Via Vittorio Emanuele III","Nogara","Verona","37054","45.179713","11.0688272"
"La Locanda Enoteca","restaurant","Via Ponte Pietra","Verona","Verona","37121","45.4470317","10.9994811"
"Carnero","restaurant","Via San Pieretto","Affi","Verona","37010","45.551311","10.7920111"
"Il Filò di Compri S.","restaurant","Via Strà","Colognola ai Colli","Verona","37030","45.4152607","11.1815696"
"","restaurant","Via 1866","Peschiera del Garda","Verona","25019","45.444521","10.6446259"
"Pizzeria Le rose","restaurant","Via Giuseppe Zamboni","Villafranca di Verona","Verona","37069","45.3413319","10.8153104"
"Pizzeria ristorante","restaurant","SP3","Mozzecane","Verona","37060","45.3111412","10.8248823"
"Speck Stube Valeggio","restaurant","Via Monzambano","Valeggio sul Mincio","Verona","37067","45.3647759","10.7252111"
"Pizzeria Aurora","restaurant","Via Porto Vecchio","Peschiera del Garda","Verona","37019","45.4336735","10.6989778"
"Osteria Rivelin","restaurant","Via Milano","Peschiera del Garda","Verona","37019","45.4377558","10.6907163"
"Antica Osteria","restaurant","Via Adolfo Consolini","Albarè","Verona","37010","45.5698696","10.7464036"
"Ristorante San Valentino","restaurant","Via S. Valentino","San Mauro di Saline","Verona","37030","45.5558505","11.1189439"
"Pizzeria Delle Nazioni","restaurant","Circonvallazione Alfredo Oriani","Verona","Verona","37122","45.4319438","10.986984"
"Gourmet","restaurant","Via Staffali","Villafranca di Verona","Verona","37062","45.3889443","10.9045903"
"La città d'oro Liu Xiao","restaurant","Via Nino Bixio","Villafranca di Verona","Verona","37069","45.3541604","10.8421411"
"Bassanella","restaurant","Località Volponi","Peschiera del Garda","Verona","37019","45.4533664","10.6509364"
"Trattoria da Pulcinella","restaurant","Via Bell'Italia","Peschiera del Garda","Verona","37019","45.4494084","10.6650222"
"","restaurant","Via Ragazzi del ´99","Peschiera del Garda","Verona","37019","45.4470749","10.6642137"
"Antica Arilica","restaurant","Via Mantova","Peschiera del Garda","Verona","37019","45.4370809","10.6845764"
"Antica Osteria Molinari","restaurant","Via Porto","Pacengo","Verona","37010","45.4671468","10.7205722"
"","restaurant","Piazza Senatore Alberti","Pacengo","Verona","37017","45.4674276","10.7212525"
"La Creperie","restaurant","Lungolago Giuseppe Garibaldi","Peschiera del Garda","Verona","37019","45.4431746","10.6958599"
"Trattoria Luisa","restaurant","Via Silvestro Lega","Peschiera del Garda","Verona","37019","45.4362148","10.6819545"
"Il Richiamo","restaurant","Via Quattro Novembre","Castel d'Azzano","Verona","37060","45.3570745","10.9355651"
"Al Santuario","restaurant","Piazzale Madonna del Frassino","Peschiera del Garda","Verona","37019","45.4290338","10.6760311"
"Tavernetta","restaurant","Via San Zeno","Cavalcaselle","Verona","37014","45.4381176","10.7211172"
"Le Tavernette","restaurant","Via Corrubbio","Albisano","Verona","37010","45.6119437","10.703683"
"Osteria O La Va O La Spacca","restaurant","Via Brennero","Pescantina","Verona","37026","45.4955713","10.8741044"
"Ristorante Pizzeria Il Merlo","restaurant","Lungolago Regina Adelaide","Garda","Verona","37016","45.5738322","10.7071578"
"Pizzeria Ristorante Ca' del Borgo","restaurant","Borgo Giuseppe Garibaldi","Bardolino","Verona","37011","45.5489861","10.7207687"
"Cà billi","restaurant","Viale della Repubblica","Costermano sul Garda","Verona","37010","45.584988","10.7422305"
"Ristorante Pizzeria Italy","restaurant","Via Oliveti","Albisano","Verona","37010","45.6112599","10.7021064"
"alla Borsa","restaurant","Via Goito","Valeggio sul Mincio","Verona","37067","45.3524807","10.7338745"
"Pizzeria ai Lamberti","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4434886","10.9970857"
"Dal Mato","restaurant","Strada Mandella-Baracca","Peschiera del Garda","Verona","37019","45.4362694","10.7093884"
"Ristorante Pilotto","restaurant","Strada Mandella-Baracca","Peschiera del Garda","Verona","37019","45.433899","10.7079648"
"Al Cacciatore","restaurant","Via Circonvallazione Sud","Valeggio sul Mincio","Verona","37067","45.3520352","10.7345039"
"La Torre","restaurant","Via Circonvallazione Sud","Valeggio sul Mincio","Verona","37067","45.352053","10.7352569"
"Ristorante Castello","restaurant","Via Jacopo Foroni","Valeggio sul Mincio","Verona","37067","45.3531329","10.733372"
"Tre Corone","restaurant","Via Magenta","Valeggio sul Mincio","Verona","37067","45.3541328","10.734367"
"Olivo","restaurant","Piazza Olivo","Castelletto","Verona","37010","45.6864805","10.7506872"
"Osteria al Pescatore","restaurant","Via Imbarcadero","Castelletto","Verona","37010","45.6871826","10.7497917"
"Pizzeria","restaurant","Via San Luigi","Pesina","Verona","37013","45.5994951","10.7583292"
"La Bussola","restaurant","Via Spagna","Garda","Verona","37016","45.5759759","10.706603"
"Albergo Ristorante Grossule","restaurant","Via San Francesco","Roverè Veronese","Verona","37028","45.6259437","11.0715214"
"Ristorante Orfea","restaurant","Via San Francesco","Roverè Veronese","Verona","37028","45.6259606","11.0721115"
"Albergo Ristorante Jegher","restaurant","SP35","Roverè Veronese","Verona","37028","45.6051523","11.069629"
"Ristorante Parparo Vecchio","restaurant","","Roverè Veronese","Verona","37028","45.6508028","11.0943121"
"","restaurant","Via Giovanni Paolo II","Cavalcaselle","Verona","37014","45.437036","10.7164512"
"Aris","restaurant","Via A. Bottura","Malcesine","Verona","37018","45.7646713","10.8087181"
